 [15:35:01]  Set Debug : True.
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:20]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  INP: S 3, D 8, Dp 43, Sp 15, Pr 1, Fl 0x03, Sz 9 VIA: KISS
 [16:37:21]  RDP 0x562f0ce4ee50: Received in S 3: syn 0, ack 1, eack 0, rst 0, seq_nr  8670, ack_nr 44013, packet_len 5 (0)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:21]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP: CMP: conn pointer 0x562f0ce4ee50, packet pointer (nil), flag 2, seq_nr 44015, ack_nr 8669
 [16:37:22]  OUT: S 8, D 3, Dp 15, Sp 43, Pr 1, Fl 0x03, Sz 5 VIA: KISS
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:22]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  INP: S 3, D 8, Dp 43, Sp 15, Pr 1, Fl 0x03, Sz 9 VIA: KISS
 [16:37:23]  RDP 0x562f0ce4ee50: Received in S 3: syn 0, ack 1, eack 0, rst 0, seq_nr  8670, ack_nr 44013, packet_len 5 (0)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
 [16:37:23]  RDP 0x562f0ce4ee50: Wake Tx task (check timeouts)
